ObservedAt:	
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_3.5_071.fit
	Total no of stars: 2508
	Radius of star diaphragm: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 1      Star ADU 2      Star ADU 3      Star ADU 4      Star ADU 5      Star ADU 6      Star ADU 7      Star ADU 8      Star ADU 9     Star ADU 10     Star ADU 11     Star ADU 12
          476.98          730.41          5.8468          5.3734          5.6101          737.03         1634.13         3447.37         5578.98         6894.13         8385.70        10930.63        15689.52        23389.92        31634.91        36302.30        37752.25        37812.10
           55.39           15.56          4.1987          3.7336          3.9661          754.81         2212.41         4574.03         6854.45         7950.02         8534.73         8729.59         8716.91         8955.82         9276.19         9782.98        10314.87        10796.13
          855.92          276.58          2.6461          2.3872          2.5167          730.33         3291.57         5862.23         7613.97         7928.45         7871.43         7668.48         7467.52         7323.06         7319.28         7233.45         7195.83         7221.42
          571.94          897.57          2.8497          3.5044          3.1771          735.64         2408.89         4917.12         7024.51         7745.03         7895.39         7930.04         7892.56         7889.00         7942.73         8425.20         9097.88         9766.13
          494.53          718.48          3.4336          2.4845          2.9590          737.03         2445.72         4508.29         6324.60         7142.39         7543.05         7576.52         7390.59         7174.40         6803.98         6470.44         6142.12         5795.88
          831.94          182.87          2.2777          3.2572          2.7675          731.04         2993.32         5322.73         6926.32         7356.52         7454.72         7422.34         7312.25         7160.52         6950.67         6762.77         6741.92         7380.79
          754.39          378.93          2.7154          3.3168          3.0161          732.47         3009.47         5099.92         6679.95         7653.05         8593.15         8942.01         9292.70         9758.24        10543.36        11644.65        13088.40        15420.32
          621.24          950.15          3.4790          3.9545          3.7168          732.54         2182.98         4537.43         6698.33         7541.23         7844.60         7875.19         7885.89         8083.90         8211.44         8189.15         8222.33         8225.53
          363.00          562.14          5.0776          4.4118          4.7447          743.75         1564.75         3265.18         5215.49         6500.27         8065.27         9170.65         9772.56         9930.89         9978.61        10081.32        10553.61        11199.05
          604.93          737.57          3.3809          2.6250          3.0029          734.24         2930.16         5633.66         7700.98         8285.65         8453.34         8685.78         9213.47        10211.39        11969.92        13522.39        14404.94        14927.23
          754.97          122.07          2.7796          3.3225          3.0510          732.26         3073.46         5434.16         6957.29         7462.63         7913.95         8158.97         8424.02         8733.32         9523.90        10815.75        12017.64        12716.84
          363.11          562.03          5.0569          4.4633          4.7601          743.75         1564.75         3265.18         5215.49         6500.27         8065.27         9170.65         9772.56         9930.89         9978.61        10081.32        10553.61        11199.05
          694.50          961.31          2.8232          3.7473          3.2853          731.76         2324.31         4699.14         6902.52         7806.36         8209.60         8521.25         8666.30         8862.89         9135.52         9368.20         9840.27        10443.20
          715.34           67.49          3.2561          3.6931          3.4746          732.26         2546.93         5044.80         6960.73         7535.93         7897.65         8297.47         8745.24         9223.34         9700.88         9887.70        10112.82        10287.38
          365.46           43.68          4.2155          3.9506          4.0831          740.68         2112.72         4297.08         6566.18         7852.56         8898.40         9671.21        10910.89        13784.60        20308.30        31253.50        39198.86        44408.22
          232.52          722.41          3.5761          3.5981          3.5871          737.60         1982.29         3762.95         5482.99         6549.76         7626.30         8382.79         8920.48         9367.80         9364.67         9176.65         9311.09        11012.19
          476.82          430.35          2.6813          2.7760          2.7287          745.36         2965.16         5142.49         6713.55         7162.03         7205.89         7231.92         7149.29         6954.25         6816.05         6790.50         7036.35         8274.46
          887.52          235.46          3.0396          3.1183          3.0790          729.45         2454.35         4787.94         6704.42         7316.84         7720.89         7794.86         7851.69         7817.91         7769.13         7663.47         7475.62         7279.75
          951.12          231.28          4.0022          2.8260          3.4141          731.07         2936.63         5388.52         7094.60         7606.63         7893.14         8332.51         8637.52         8658.18         8708.43         8823.39         8984.53         9298.97
          392.46          629.50          3.3474          3.4574          3.4024          735.16         2329.01         4766.76         6833.12         7516.02         7851.52         8305.44         9039.23         9878.99        10580.08        11363.65        12245.41        13109.94
          328.04          599.60          4.0121          3.7553          3.8837          743.48         1773.52         3467.46         5150.80         6200.48         7420.99         8177.06         8662.24         9009.80         9186.67         9159.97         9177.46         9371.67
          310.72          309.24          3.3657          3.0547          3.2102          748.86         2694.79         5031.99         7012.20         7746.28         8274.42         8658.78         9247.09        10025.11        10742.13        11250.13        11723.37        12160.00
          349.48          922.58          3.8342          3.6688          3.7515          740.27         1874.40         3937.19         6004.97         6971.89         7655.67         7873.64         7932.78         7893.22         7959.50         8031.73         8431.54         9187.52
          498.23          872.88          5.2980          3.4060          4.3520          734.03         2110.22         4418.71         6578.36         7470.67         8092.12         8708.79         9256.61        10001.49        10734.32        11939.64        12488.76        12813.47
           64.42          151.13          4.0043          3.8049          3.9046          750.02         1904.30         3976.12         6099.04         7148.54         7514.52         7546.85         7436.29         7277.24         7173.65         7146.16         7077.28         6897.49
          362.87          562.00          5.1189          4.4799          4.7994          743.75         1564.75         3265.18         5215.49         6500.27         8065.27         9170.65         9772.56         9930.89         9978.61        10081.32        10553.61        11199.05
          498.63          872.84          4.3667          3.2548          3.8108          734.03         2292.70         4510.52         6395.82         7108.14         7537.30         8052.51         8762.72         9575.63        10399.29        11559.95        12140.11        12426.06
          757.05          491.10          2.1286          3.2259          2.6772          739.24         3275.40         5379.21         6532.96         6811.14         6883.24         6762.07         6537.07         6313.36         5955.42         5674.90         5391.45         4956.33
          847.94          252.61          2.4382          3.7494          3.0938          729.45         2739.53         4913.64         6392.80         6864.55         7273.06         7753.30         8243.85         8601.77         8781.18         8882.84         8894.93         8882.49
          936.08          199.26          3.3479          3.2590          3.3034          731.07         2769.86         5082.11         6777.75         7302.55         7513.00         7686.00         7738.51         7670.51         7576.70         7551.56         7683.80         7796.88
          926.14          899.70          3.3315          4.4924          3.9119          734.69         1925.90         3989.49         5875.73         6622.09         7186.10         7693.65         8107.93         8355.42         8197.01         7991.03         7920.54         8105.86
          792.00          267.39          2.8333          3.0413          2.9373          730.42         2807.18         5161.01         6742.54         7114.13         7243.06         7247.68         7234.43         7166.75         6996.93         7017.57         7123.67         7127.83
          724.94          491.59          2.2356          2.5573          2.3965          739.24         2577.60         4369.94         5526.36         5941.72         6455.04         8157.65        13691.46        32029.31        43412.88        49265.52        50109.48        50549.56
          478.06          538.33          2.6996          3.4844          3.0920          744.45         2804.76         4988.26         6365.56         6797.15         7041.78         7415.27         7864.18         8135.52         8241.87         8162.13         7975.65         7793.18
          171.28          702.97          3.8870          3.3765          3.6317          738.34         2029.10         4120.00         6046.59         6761.59         7135.39         7222.72         7173.52         7043.02         6795.58         6493.12         6195.42         5951.29
          205.36          981.98          4.0305          4.0823          4.0564          741.01         1781.96         3823.35         6001.28         7149.63         7665.84         7824.71         7791.33         7666.16         7462.66         7535.47         7678.26         8064.12
          791.35          746.95          2.9948          3.4829          3.2388          732.47         2644.50         4925.30         6552.81         7071.58         7216.29         7162.55         7023.49         6787.65         6758.37         6735.83         6821.73         6754.40
          967.01          854.19          3.1702          3.5352          3.3527          737.89         2450.67         4828.41         6695.85         7317.11         7647.92         8066.26         8543.27         9097.24         9397.80         9512.80         9465.59         9261.39
          372.32          201.04          3.7887          2.9045          3.3466          736.72         2517.74         4766.66         6486.86         7082.32         7173.72         7253.01         7279.57         7210.00         7183.97         7261.56         7311.82         7039.92
           42.53          458.04          4.0192          3.3054          3.6623          743.97         1993.76         3849.18         5728.61         6747.01         7410.73         7633.00         7684.61         7635.66         7619.02         7706.31         7816.15         7937.38
          241.45          345.53          3.9799          3.4138          3.6969          749.90         2276.71         4448.90         6338.48         7152.35         7885.43         8739.32        11310.42        23421.80        73073.77       194413.68       352494.84       479182.52
          644.99          927.63          3.2048          3.6950          3.4499          730.98         2441.66         4961.42         7025.96         7721.45         7875.97         8125.45         8477.61         8743.32         9229.33         9980.37        10628.81        11219.22
          847.94          253.04          2.4382          3.7329          3.0855          729.45         2739.53         4913.64         6392.80         6864.55         7273.06         7753.30         8243.85         8601.77         8781.18         8882.84         8894.93         8882.49
          187.39          670.48          3.4404          3.4832          3.4618          738.34         2068.28         4128.97         6012.95         6957.64         7615.58         8243.91         9202.83        10568.87        11943.55        12590.08        12748.03        12702.54
          564.30          554.84          3.4441          2.7486          3.0964          739.38         2841.64         4943.03         6349.48         6762.67         7006.66         7085.44         7229.07         7392.56         7516.21         7544.83         7726.21         8561.60
          417.09          555.51          3.0138          4.4576          3.7357          740.71         1942.76         3777.01         5357.72         6107.39         6885.42         7441.18         7676.77         7576.22         7346.15         6816.34         6326.89         6320.49
          910.08          686.69          2.7030          3.0600          2.8815          730.94         2533.49         4742.57         6326.10         6788.94         7059.25         7155.43         7244.13         7165.59         7045.72         7087.69         7441.06         8156.22
          547.02          619.94          3.0916          3.3553          3.2234          736.30         2316.98         4376.33         5883.87         6404.74         6806.61         7087.10         7270.95         7528.95         7762.36         8365.93         8468.73         8483.92
          583.68          886.94          2.8350          3.4462          3.1406          732.48         2341.49         4488.92         6218.34         6725.89         6852.54         6949.06         6972.93         6882.79         6875.77         6778.39         6782.14         7053.26
          551.23           61.85          2.8892          3.1413          3.0153          732.49         2622.92         4755.64         6351.35         6827.40         6882.85         6837.37         6647.89         6650.79         6569.61         6380.02         6248.42         6111.41
          806.52          910.89          3.1932          3.7139          3.4535          733.35         2110.86         4263.05         6225.95         6907.60         7242.18         7332.55         7277.71         7215.01         7184.99         7409.66         7622.38         7651.11
          645.89          225.36          1.7671          2.4767          2.1219          731.67         2914.30         5177.21         6714.97         7090.61         6930.23         6811.77         6750.88         6722.67         7246.69         8642.63        10424.58        12010.98
          175.76          843.99          4.1111          3.5200          3.8156          737.44         2014.16         3971.42         5761.47         6600.57         6978.65         7099.24         7126.92         7168.51         7013.62         7164.17         8550.64        11362.36
          111.23          924.86          5.6861          4.4191          5.0526          740.91         1496.13         3330.78         5560.59         7010.53         8192.40         8815.29         9325.71         9650.35        10162.94        10864.28        11830.64        12761.42
          106.08          130.89          4.4291          3.6463          4.0377          750.02         1957.90         3970.60         5990.78         6976.00         7612.55         7892.12         8102.08         8314.67         8673.79         8998.44         9383.78         9810.41
          430.50          674.93          2.8733          2.7888          2.8311          739.62         2518.21         4743.14         6276.14         6614.15         6530.47         6235.81         6004.70         5814.30         5668.46         5502.58         5172.80         4545.42
          835.49          170.47          3.1552          2.8807          3.0179          730.07         2813.39         5113.73         6640.48         7043.27         7063.72         6944.17         6868.87         6808.80         6864.23         6824.56         7002.26         7810.32
          686.97          393.89          2.0596          2.4170          2.2383          736.31         3127.73         5184.03         6343.20         6571.60         6730.33         6952.08         7208.62         7740.69         8412.80         9593.80        11569.55        18376.04
          358.04           40.11          3.7363          3.6586          3.6974          740.68         2696.53         5252.10         7502.86         8422.60         9210.64        10275.43        12289.18        16645.88        24588.20        34038.96        43528.36        50757.68
          417.08          555.30          2.9755          3.6193          3.2974          740.71         2364.47         4188.46         5542.03         5988.37         6340.97         6773.96         7218.69         7380.60         7213.17         6874.90         6932.61         7874.45
          111.41          924.94          5.7949          4.3836          5.0893          740.91         1496.13         3330.78         5560.59         7010.53         8192.40         8815.29         9325.71         9650.35        10162.94        10864.28        11830.64        12761.42
          708.67          437.09          3.2414          3.0231          3.1323          735.82         2884.99         4984.60         6422.85         6979.13         7654.80         8339.98         8849.24         9378.70         9866.38        10922.49        12020.49        13095.69
          870.95          181.03          2.7925          2.4336          2.6131          730.07         3029.26         5349.35         6829.51         7195.40         7430.24         7641.49         7892.77         8434.34        10133.10        11770.21        12917.66        13388.38
          272.99          811.95          3.9608          3.8643          3.9125          734.97         1921.07         3987.50         6006.99         6930.42         7421.83         7572.79         7686.53         8084.26         9133.96        10960.55        13755.92        17416.00
          682.11          375.35          3.2025          2.5975          2.9000          731.69         2744.17         4538.67         5556.86         5849.19         6743.27         8591.79        11072.16        13711.30        14683.42        15119.83        15431.32        15725.66
          275.10          933.22          3.8626          3.6385          3.7505          739.51         1780.43         3712.39         5706.19         6499.11         6744.98         6626.17         6398.98         6396.95         6287.08         6271.51         6171.44         6108.59
          505.47          333.13          2.3752          2.3153          2.3453          737.26         2824.70         5028.36         6302.01         6471.93         6432.62         6289.84         6260.86         6483.39         6585.85         6493.69         6276.60         5996.48
          694.72          726.95          2.9870          3.3958          3.1914          733.79         2379.92         4408.90         6084.84         6776.48         7096.37         7240.02         7304.94         7381.37         7569.67         8390.81         9950.86        13100.78
         1010.38          640.91          2.6537          2.9152          2.7845          730.96         2740.52         4894.74         6319.38         6618.71         6603.78         6525.80         6446.52         6493.68         8286.63        13098.44        15861.61        20774.65
          869.44          700.61          3.4550          4.2060          3.8305          732.56         1611.44         3461.25         5442.55         6396.32         6808.84         6917.76         6975.69         7037.68         7088.59         7104.46         7325.90         7551.69
          261.10          277.62          3.7950          8.1850          5.9900          748.86         1543.82         3086.57         4674.93         5735.00         8191.96        13435.33        22441.17        32988.07        40314.15        42708.23        43252.02        43582.07
          719.18          183.28          2.2811          2.8017          2.5414          728.75         2998.34         5203.95         6428.09         6652.79         6603.71         6535.51         6439.77         6309.81         6259.99         6366.09         6614.63         6834.81
          417.07          555.10          2.9716          3.7156          3.3436          740.71         2364.47         4188.46         5542.03         5988.37         6340.97         6773.96         7218.69         7380.60         7213.17         6874.90         6932.61         7874.45
          367.08          969.18          3.7172          3.8319          3.7745          741.73         1755.71         3579.27         5383.04         6219.54         6582.98         6767.14         7070.37         7267.43         7349.38         7138.89         6824.69         6609.32
          597.96          901.53          3.1532          3.3198          3.2365          732.54         2036.60         4182.44         6078.39         6613.36         6717.21         6724.59         6705.61         6998.00         7402.69         7935.74         8130.95         8393.94
          761.68          368.68          3.9169          2.8083          3.3626          732.47         1621.03         3185.81         4697.49         5643.58         7322.15         8603.24         9473.88         9998.18        10224.36        10127.81        10280.82        11170.48
          222.08          221.42          4.6055          3.6052          4.1053          746.96         1441.86         3211.06         5222.56         6213.04         6691.25         6988.89         7215.19         7206.48         7202.35         7147.24         6950.01         6825.71
          816.83          604.47          2.6400          2.3105          2.4753          733.81         2826.63         4905.32         6229.40         6577.75         6691.18         6719.10         6728.38         7013.78         7296.49         7851.29         8504.67         9210.73
          414.48          183.57          3.4713          3.4251          3.4482          735.47         1966.41         3929.05         5669.56         6399.26         6743.50         6756.93         6700.29         6750.02         7006.39         7832.86        11514.71        24242.30
          366.98          969.09          3.7166          3.8398          3.7782          741.73         1755.71         3579.27         5383.04         6219.54         6582.98         6767.14         7070.37         7267.43         7349.38         7138.89         6824.69         6609.32
          545.91          789.64          3.0056          4.1222          3.5639          733.25         1983.41         3801.32         5329.98         5954.76         6396.21         6656.45         7000.19         7426.69         7698.73         7966.58         8337.15         8574.06
          301.43           40.16          4.2264          3.6874          3.9569          739.65         1900.73         3818.32         5585.27         6371.51         7050.39         7795.19         9462.51        13211.81        21261.09        32045.64        42822.22        50015.81
          367.04          968.97          3.7151          3.8686          3.7919          741.73         1755.71         3579.27         5383.04         6219.54         6582.98         6767.14         7070.37         7267.43         7349.38         7138.89         6824.69         6609.32
          719.91          600.44          2.2353          4.1196          3.1775          735.53         2242.88         4162.41         5497.01         5883.19         6093.72         6284.32         6292.16         6025.36         5765.40         5433.18         5116.28         5260.32
          545.84          789.76          2.9683          4.1667          3.5675          733.25         1983.41         3801.32         5329.98         5954.76         6396.21         6656.45         7000.19         7426.69         7698.73         7966.58         8337.15         8574.06
          433.26          514.03          3.2171          2.7226          2.9699          740.71         2630.49         4682.04         6102.51         6520.90         6735.18         6892.71         7110.58         7243.31         7464.84         7606.64         7753.47         7911.50
          439.98          221.06          3.2309          4.3359          3.7834          734.48         2410.96         4300.25         5605.83         6135.39         6651.76         7485.03         8755.73         9698.14        10276.24        10571.50        10607.46        10533.81
          667.28           43.02          2.3609          3.0033          2.6821          734.59         2622.27         4691.04         6115.86         6449.84         6454.58         6446.21         6343.80         6190.72         5993.74         5743.69         5467.57         5330.76
          760.72          525.89          4.2404          2.6856          3.4630          734.69         2368.38         4367.48         5824.64         6195.81         6466.32         6751.33         6806.71         6718.02         6649.32         6519.60         6297.12         5955.98
          981.49          843.59          3.4430          3.5953          3.5191          737.89         1766.88         3662.70         5462.01         6195.55         6674.08         6761.93         6755.78         6784.74         6740.21         6686.63         6828.29         7909.49
          649.93          750.19          5.6681          3.0094          4.3388          733.79         1928.64         3693.85         5192.56         5932.61         6887.92         7536.44         7891.32         7951.12         8021.16         8096.52         8187.51         8234.52
          965.90          130.96          3.3391          3.4864          3.4127          738.63         2266.89         4287.56         5843.23         6394.96         6945.25         7470.64         8132.21         9228.19        11307.66        14138.18        16422.28        17364.48
          145.45          165.11          3.9509          3.3314          3.6411          752.95         1970.18         4130.58         6095.71         6838.66         7036.26         7014.86         7066.95         7161.43         7834.96         8724.58         9458.23        10337.26
          481.31          821.89          3.2711          5.3065          4.2888          736.30         1762.90         3459.34         4999.95         5699.59         6290.85         6789.98         7206.91         7244.10         7183.49         7246.76         7784.98         9083.66
          369.97          281.32          2.9735          2.3268          2.6502          741.17         2495.05         4453.89         5875.13         6228.67         6111.58         5883.43         5629.63         5521.21         5426.99         5332.14         5472.48         5685.38
          898.29          586.07          2.8221          2.8127          2.8174          732.42         2982.79         5028.89         6174.82         6428.81         6582.74         6739.22         6879.88         7000.99         6941.46         6909.39         7027.49         7054.40
          265.33           70.05          4.2482          3.3025          3.7754          741.21         1842.70         3644.94         5279.43         6062.96         6513.08         6623.72         6559.57         6407.68         6468.71         6528.59         6987.75         7628.58
          649.74          749.98          5.7843          2.9064          4.3454          733.79         1928.64         3693.85         5192.56         5932.61         6887.92         7536.44         7891.32         7951.12         8021.16         8096.52         8187.51         8234.52
          591.44          598.95          4.4723          3.1803          3.8263          734.04         1849.06         3445.81         4774.68         5535.30         6164.47         6364.78         6525.30         6511.74         6385.45         6135.09         5985.01         5980.68
          236.52          286.60          3.8445          3.0327          3.4386          748.55         1692.45         3249.42         4908.62         5772.33         6090.68         6124.25         5964.14         5739.09         5420.26         5103.87         4890.25         4462.92
          649.62          749.98          5.8741          2.9064          4.3902          733.79         1928.64         3693.85         5192.56         5932.61         6887.92         7536.44         7891.32         7951.12         8021.16         8096.52         8187.51         8234.52
          565.80          105.49          3.4166          3.8071          3.6118          731.56         1933.44         4002.67         5822.58         6520.66         7037.13         7458.61         7878.18         9305.29        11066.06        14080.76        16859.42        21695.01
          935.89           43.08          3.4079          2.8225          3.1152          743.44         2129.71         4146.77         5764.29         6294.70         6674.83         6939.95         7030.64         7138.48         7230.23         7634.90         8067.15         8379.59
          590.50          981.38          3.0826          3.6381          3.3604          734.12         1930.00         3899.35         5733.55         6390.83         6550.13         6482.83         6483.54         6414.21         6474.96         6548.50         6580.21         6648.46
          118.24          814.78          6.3741          3.9528          5.1635          743.06         1349.04         2960.47         4739.43         5889.43         8226.70        11627.26        15196.81        18341.05        21128.09        23339.45        24453.08        24815.75
          199.57          163.57          5.7139          5.2026          5.4582          749.24         1101.36         2412.63         4089.54         5546.45         7116.81         8246.59         9105.96         9625.52         9822.87        10260.74        11065.30        12164.49
          233.04          476.93          4.0894          3.3953          3.7423          752.72         1837.14         3585.90         5249.60         6007.01         6380.32         6528.37         6565.51         6508.55         6582.15         6389.41         6664.29         7769.09
          521.93          394.05          2.8895          2.4912          2.6904          737.36         2852.55         4788.62         6027.52         6322.62         6392.39         6460.84         6692.77         7142.34         7728.97         8389.26         9491.49        10956.84
          921.94          133.93          2.8705          2.8777          2.8741          733.43         2457.15         4499.78         6000.39         6369.30         6354.56         6212.89         6175.61         6227.09         6632.03         9220.46        11760.75        13836.94
          270.08          767.62          3.9576          4.0787          4.0182          739.55         1576.70         3344.14         5105.69         5812.06         6112.20         6337.57         6615.18         6916.04         7730.95         9625.49        11994.58        13709.10
          706.44           93.54          2.8445          3.1393          2.9919          732.26         2299.57         4248.47         5738.60         6120.13         6150.56         5966.04         5824.18         5807.12         5712.69         5621.33         5478.08         5069.81
          622.49          847.50          3.2023          3.0904          3.1464          732.48         1911.84         3934.11         5728.26         6361.54         6615.61         6705.34         6767.98         6960.95         8102.18        11080.16        14338.44        17075.62
          199.31          163.78          5.3449          4.7149          5.0299          749.24         1167.01         2606.09         4448.48         5628.72         6825.48         7712.31         8566.45         9341.87         9816.31        10420.76        11476.93        12516.61
          450.04          420.00          3.4422          2.4730          2.9576          745.36         2566.25         4465.86         5779.47         6278.43         6810.85         7111.47         7263.13         7656.34        10162.33        19615.35        39934.12        70727.82
          818.29          739.04          2.8856          2.9661          2.9259          732.47         2412.35         4285.37         5539.65         5993.54         6190.98         6264.34         6263.43         6160.00         5988.25         5948.84         5828.71         5803.47
          481.28          822.11          3.2595          5.4290          4.3442          736.30         1762.90         3459.34         4999.95         5699.59         6290.85         6789.98         7206.91         7244.10         7183.49         7246.76         7784.98         9083.66
          302.49          469.62          3.9809          5.0664          4.5237          758.88         1697.72         3335.86         4860.55         5843.11         7371.04         8794.28        10021.99        10794.38        11359.82        12298.81        13406.13        14424.64
          481.11          822.24          3.2220          5.5230          4.3725          736.30         1762.90         3459.34         4999.95         5699.59         6290.85         6789.98         7206.91         7244.10         7183.49         7246.76         7784.98         9083.66
          616.47          933.10          4.3677          4.7541          4.5609          732.54         1219.40         2821.16         4789.21         5857.40         6517.18         6865.90         7096.06         7275.60         7395.84         7662.20         7843.65         8101.17
           58.94          264.47          4.5478          3.4225          3.9852          746.08         1589.85         3220.03         5075.36         6090.16         6700.55         7002.22         7317.46         7554.91         7882.41         8418.00         8738.21         9047.44
          481.09          822.37          3.2208          5.6321          4.4264          736.30         1762.90         3459.34         4999.95         5699.59         6290.85         6789.98         7206.91         7244.10         7183.49         7246.76         7784.98         9083.66
          297.45          319.53          3.1847          4.0960          3.6403          748.86         1992.35         3869.14         5447.11         6064.26         6406.70         6705.50         6978.00         7300.84         7444.92         7550.05         7754.40         7906.08
          761.43          368.48          3.6663          2.8740          3.2701          732.47         2447.21         4100.79         5015.43         5450.20         6380.12         7500.90         8696.35         9833.27        10092.29        10144.95        10236.86        10806.62
          964.65          913.80          4.7763          2.9919          3.8841          734.64         1603.34         3320.97         4883.33         5583.72         6062.03         6452.95         6665.21         6648.24         6650.42         6784.36         7332.50         8753.27
          507.52          426.17          2.1650          2.3025          2.2338          745.36         2502.74         4342.88         5556.13         5785.16         5638.20         5470.90         5323.42         5171.91         5041.37         4963.19         5086.09         5353.76
          341.05          291.05          3.0012          3.1669          3.0841          741.17         2232.62         4125.67         5597.38         6036.08         6121.40         6229.36         6185.45         6188.89         6314.02         6506.98         6709.47         7037.26
          302.42          469.55          3.9307          5.1127          4.5217          758.88         1697.72         3335.86         4860.55         5843.11         7371.04         8794.28        10021.99        10794.38        11359.82        12298.81        13406.13        14424.64
          285.64           12.59          3.4935          3.7397          3.6166          739.65         1794.36         3388.50         4865.64         5709.95         6284.71         6487.49         6826.14         7611.95         8736.02        10040.39         9177.58         6441.55
          885.92          740.87          2.6072          2.9974          2.8023          732.52         2175.06         4168.14         5689.22         6105.17         6230.40         6320.99         6342.68         6389.34         6444.83         6556.39         6723.48         6689.51
          189.50          698.95          4.2495          3.3362          3.7929          738.34         1446.43         3009.46         4617.73         5400.73         5806.97         5797.30         5671.88         5399.95         5170.99         4986.64         4736.08         4517.60
           52.03          797.20          4.5022          3.7033          4.1028          735.22         1495.72         3073.42         4639.97         5537.64         6179.57         6461.18         6438.94         6426.76         6268.80         6058.33         5867.33         5622.98
          613.72          688.01          4.4099          3.0812          3.7456          733.47         2203.17         3936.46         5281.02         5937.73         6590.45         7151.64         7373.93         7653.06         8340.38        11940.01        15446.93        18292.40
           52.03          797.20          4.5022          3.7033          4.1028          735.22         1495.72         3073.42         4639.97         5537.64         6179.57         6461.18         6438.94         6426.76         6268.80         6058.33         5867.33         5622.98
          733.94          546.47          2.8792          4.0422          3.4607          734.69         2162.35         3847.95         4945.99         5389.58         6058.28         6787.12         7523.51         8047.62         8111.86         8058.43         8385.85         9024.45
          990.90           98.13          3.9324          3.1340          3.5332          742.95         1761.40         3486.99         5071.65         5692.99         5950.52         6073.46         6179.06         6212.79         6116.71         5877.95         5527.85         5057.30
          669.18          653.25          2.1014          2.2975          2.1995          735.64         2584.04         4461.44         5520.57         5735.70         5802.01         5771.39         5644.11         5475.58         5454.34         5467.89         5544.42         5589.48
          227.04          455.06          3.9331          2.7721          3.3526          752.72         1639.90         3229.93         4791.48         5433.46         5964.72         6180.34         6338.49         6346.99         6395.51         6612.12         7145.36         8277.97
          399.12          984.46          3.6510          3.8716          3.7613          739.42         1556.55         3142.48         4740.05         5534.59         6155.67         6311.80         6411.53         6566.16         6827.86         6961.90         7253.48         7682.31
          733.87          546.50          2.8316          4.0618          3.4467          734.69         2162.35         3847.95         4945.99         5389.58         6058.28         6787.12         7523.51         8047.62         8111.86         8058.43         8385.85         9024.45
          759.47          333.43          3.4150          2.5646          2.9898          732.47         2618.95         4538.52         5648.00         5989.62         6151.97         6325.03         6967.27         9484.57        21239.77        32952.36        40810.22        47654.95
          776.62          694.98          2.5850          2.8202          2.7026          735.55         2381.88         4316.56         5660.77         5954.90         5860.15         5700.50         5548.83         5344.09         5306.21         5479.49         5999.38         6808.11
          656.31          461.99          2.5639          2.6648          2.6143          736.65         2677.36         4379.98         5306.19         5532.21         5634.36         5639.35         5550.59         5407.59         5500.42         5707.74         5844.59         5908.41
          506.58          824.36          5.7063          3.8489          4.7776          736.30         1167.81         2311.30         3693.62         4798.22         6092.34         6930.36         7501.13         8551.61         9302.16        10198.18        10591.53        10792.43
          226.73          455.07          3.8985          2.7728          3.3356          752.72         1639.90         3229.93         4791.48         5433.46         5964.72         6180.34         6338.49         6346.99         6395.51         6612.12         7145.36         8277.97
          304.74          474.49          3.3898          4.1320          3.7609          758.88         1386.00         2771.94         4096.56         4987.54         6743.01         8328.70         9724.36        11389.96        12597.58        13397.21        13722.32        13820.49
          188.66          539.52          3.7053          2.8237          3.2645          739.02         1763.91         3377.19         4789.16         5363.84         5434.94         5365.20         5213.73         4912.81         4695.95         4472.22         4298.16         4110.27
          424.49          574.51          2.5550          2.8889          2.7219          740.71         1800.43         3543.60         4820.15         5132.16         5166.61         5248.63         5305.94         5244.04         4818.40         4281.11         3849.06         3503.35
          848.69          416.14          2.5733          2.4972          2.5352          732.53         2622.19         4503.19         5591.36         5775.74         5768.71         5728.48         5659.69         5509.78         5425.44         5447.19         5692.89         6001.18
          690.91          280.10          2.3230          2.2781          2.3006          732.05         2389.55         4139.91         5301.72         5501.26         5405.32         5336.94         5182.66         4842.46         4650.26         4564.86         4706.27         4994.32
          783.07          597.03          2.6951          2.7508          2.7230          733.81         2806.48         4666.82         5656.08         5931.78         6322.26         7646.63        11727.01        22094.37        35723.48        41297.25        44356.65        47528.25
          219.06          517.47          3.4908          3.7604          3.6256          742.57         1839.18         3636.29         5255.00         5906.79         6282.79         6519.26         6699.45         6919.48         7465.97         8063.39         8848.35         9789.15
          198.26          715.17          3.8982          3.8612          3.8797          737.60         1706.14         3578.26         5312.23         6015.24         6345.44         6625.66         6903.79         7246.68         7383.07         7772.46         8509.12         9748.53
          702.46          348.54          2.5000          5.3110          3.9055          731.69         1576.31         3023.32         4411.13         5262.30         6086.15         6478.32         6669.04         6974.76         7355.57         7373.97         7326.54         7583.53
          506.68          824.13          5.6733          3.8224          4.7479          736.30         1167.81         2311.30         3693.62         4798.22         6092.34         6930.36         7501.13         8551.61         9302.16        10198.18        10591.53        10792.43
           40.14          612.48          4.7329          3.6412          4.1871          732.18         1474.54         3053.50         4622.86         5484.14         6013.64         6210.31         6328.67         6385.53         6499.51         6753.59         6802.31         6957.52
