ObservedAt:	
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_3.5_071.fit
	Total no of stars: 2508
	Radius of star diaphragm: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 1      Star ADU 2      Star ADU 3      Star ADU 4      Star ADU 5      Star ADU 6      Star ADU 7      Star ADU 8      Star ADU 9     Star ADU 10     Star ADU 11     Star ADU 12
          950.30          247.01             nan          3.2542             nan          731.07          553.62          940.93         1175.37         1238.88         1297.77         1207.02          978.41          867.70          820.04          934.20         1120.77         1154.47
          623.26          526.63             nan          3.8364             nan          734.84          406.83          798.06         1052.90         1118.12         1082.30          955.47          831.99          948.41         1161.60         1279.89         1268.23         1161.07
          111.56          906.01             nan          3.6363             nan          740.91          285.33          523.16          762.33          876.58          860.92          744.03          603.95          290.97           40.94         -218.28         -465.10         -637.05
          542.04          693.50             nan             nan             nan          733.97          381.61          673.93          886.81          987.38         1113.54         1128.56         1053.76          963.17          886.51          777.02          825.67          863.50
          542.75          983.18          3.7778          1.7693          2.7735          733.94          342.20          671.78         1035.87         1093.64         1089.40          980.51          865.27          664.32          478.52          308.40          353.00          671.93
          326.58          475.49          5.8531          1.4374          3.6452          760.92          287.05          574.75          906.23         1079.74         1202.19         1273.00         1394.52         1536.19         1570.14         1617.75         1648.51         1856.51
          137.83         1005.66          3.1282          2.5357          2.8319          741.46          419.76          848.33         1383.86         1666.77         1838.28         1955.50         2160.83         2641.39         3566.02         5473.99         7109.61         8577.77
          526.41         1002.74          1.0968          3.5087          2.3028          733.94          378.92          868.27         1322.28         1378.35         1371.76         1289.72         1355.01         1671.30         2285.69         2670.81         2920.28         3031.44
          358.03          899.51          2.4009          3.3806          2.8908          740.27          458.87         1001.20         1503.90         1586.99         1521.65         1478.89         1544.10         1822.92         2259.23         2753.53         3310.17         3665.08
          712.06          657.49          2.9974             nan             nan          737.64          627.42         1081.79         1320.95         1236.77         1050.29          936.99          719.35          633.55          679.20          624.20          599.97          764.14
          340.47          405.43          4.5258             nan             nan          763.37          233.83          421.33          607.39          703.81          797.45          885.96          884.97          723.88          406.19          -23.17         -268.93         -611.56
          347.04          358.30             nan          3.5687             nan          756.71          365.55          662.19         1004.25         1155.71         1418.79         1509.17         1605.02         1648.70         1668.83         1694.32         2049.33         2500.17
          926.65          655.99             nan          2.5719             nan          730.94          509.07          938.70         1143.05         1143.12         1060.09         1070.77         1069.64         1041.88         1056.17         1041.47          985.33         1054.02
          281.76          631.45          3.2622          2.4700          2.8661          740.40          324.84          659.32          946.55         1063.26         1091.60          960.34          992.98         1079.59         1252.99         1475.19         1742.33         1884.87
          734.43          817.20          4.0584          3.3673          3.7129          730.54          321.90          632.47          937.77         1060.14         1033.11          984.16         1064.95         1051.88         1019.84          776.67          592.53          533.98
          357.64          272.99             nan          1.4331             nan          741.17          445.83          800.38         1080.56         1157.53         1263.89         1432.84         1547.77         1710.22         1840.45         1925.84         1898.86         1825.73
          922.51           88.49          5.0299          5.3783          5.2041          735.93          199.20          370.27          609.46          811.28          960.76         1020.48         1090.54          892.45          649.73          528.75          416.27          389.04
          834.62          628.02             nan          5.1572             nan          733.05          452.95          856.55         1162.55         1244.42         1216.40         1267.47         1394.48         1427.10         1288.28         1232.82         1944.12         5387.13
          791.78          227.36          3.5942          2.4360          3.0151          728.03          535.07          986.04         1208.54         1279.04         1275.12         1286.65         1288.19         1313.26         1220.76         1463.21         1667.86         1578.52
          605.56          220.15          5.9616          1.8567          3.9091          730.10          486.48          910.20         1246.10         1426.52         1905.97         2741.83         3634.14         4581.00         5326.17         6717.69         8331.07         9439.69
          910.04          538.99          3.7147          3.0883          3.4015          728.23          512.09          945.14         1231.74         1342.06         1478.62         1518.21         1532.32         1629.48         2154.94         5064.99        14771.36        29481.17
          632.00          335.80          4.8032          3.7016          4.2524          733.24          297.15          522.42          728.99          830.29         1048.49         1279.29         1424.48         1617.50         1653.83         1621.29         1669.34         2528.23
          682.69          354.19          1.8491          3.9998          2.9244          731.69          297.02          519.99          659.22          709.46          765.39          819.76          778.52          659.96          501.99          121.62          -91.21         -256.42
          414.06          982.46          3.7350          4.3673          4.0512          739.42          436.99          900.17         1271.12         1403.35         1480.00         1602.54         1660.66         1828.75         2136.68         2347.59         2610.26         2888.19
          282.15          924.28             nan          3.7344             nan          739.51          395.18          852.63         1252.90         1355.93         1313.68         1220.05         1191.57         1282.71         1777.25         3167.52         4383.94         5542.60
          398.07          679.95          3.3202          2.5520          2.9361          739.62          588.95         1107.59         1504.64         1651.14         2050.27         2669.78         3451.89         4437.23         5276.84         5792.90         6180.72         6784.85
          758.97          709.62          5.2115          4.7420          4.9767          733.80          445.45          902.54         1385.27         1725.19         1989.34         2158.92         2469.41         3256.53         4549.75         6309.49         7275.78         8005.68
          652.94         1010.47          1.8686          2.3736          2.1211          731.76          454.02          845.51         1163.13         1275.58         1308.55         1327.02         1268.64         1470.77         1971.72         2233.48         2327.96         2586.02
          642.73          918.15          4.5846          3.5906          4.0876          730.98          384.04          749.48         1061.57         1176.85         1201.78         1247.16         1437.02         1883.44         3156.76         5203.29         6982.11         8011.86
          842.99          511.99          2.1937             nan             nan          729.26          557.02          977.10         1200.67         1241.96         1168.18         1129.34         1227.41         1891.82         4383.36         8585.24        11455.99        12291.09
          159.79          193.60          4.3625          3.1699          3.7662          751.99          376.06          689.62          911.56         1060.11         1292.53         1573.36         2097.28         2725.16         3178.04         3646.94         3868.76         4124.68
          383.77          992.16          2.3633          5.4454          3.9043          741.73          295.70          605.96          862.88         1020.26         1003.71         1025.15         1069.61         1042.40         1084.05          963.46         1024.93         1048.07
          111.09          566.10          5.0383          2.9484          3.9933          733.93          375.61          794.13         1187.20         1395.78         1532.22         1613.01         1604.41         1742.91         1935.36         2420.22         2715.91         3116.49
          475.86          193.66          4.5952             nan             nan          732.03          235.32          434.75          586.59          699.36          926.80         1145.15         1498.13         1776.03         1728.81         1629.89         1497.15         1249.37
          978.41          791.15          3.7522             nan             nan          736.15          358.43          652.77          931.59         1034.79         1181.20         1456.51         1704.48         1768.80         1811.97         1765.15         1773.26         1848.16
          824.16          329.09          0.6763             nan             nan          731.36          415.75          696.85          896.99          994.12          986.94          900.22          925.02         1172.09         1308.65         1295.23          990.03          661.26
           75.95          303.96          3.2705          2.5381          2.9043          748.69          270.43          558.62          850.58          959.48         1086.53         1266.13         1279.00         1369.23         1394.84         1426.58         1327.71         1127.70
          565.10          266.10          3.9920          1.7389          2.8654          730.77          726.39         1260.96         1532.03         1595.95         1625.49         1588.28         1695.67         2393.90         5010.82        11823.73        16979.37        20256.66
         1003.67          277.22          5.0341          3.1925          4.1133          732.91          437.24          803.33         1065.61         1256.66         1432.05         1501.65         1582.55         1813.84         2046.03         2341.37         2399.84         2435.91
          150.89          971.93          2.0302          2.9432          2.4867          741.46          326.32          612.95          852.76          905.03          826.58          781.79          544.42          374.15          129.53         -246.27         -645.44         -792.86
          236.03           34.01             nan          3.0678             nan          740.73          343.83          664.10         1031.97         1139.67         1237.78         1276.83         1286.06         1481.35         3387.01         8401.71        14612.47        19568.74
          168.33          983.60          2.3332          6.4851          4.4092          741.46          214.00          465.77          738.44          839.52          972.69          855.38          761.19          521.68          264.45           27.35         -179.89         -341.18
          415.03         1003.08          4.7352             nan             nan          739.42          306.30          551.76          782.55          874.89          769.53          595.60          387.86          112.27         -213.10         -597.37         -841.41         -982.35
          711.20         1003.35          4.8667          5.4972          5.1820          730.90          384.48          757.83         1065.12         1300.53         1495.07         1877.76         2470.67         3441.49         4722.87         5571.63         5879.07         5893.30
          815.50          311.00             nan          2.3680             nan          730.42          542.89          901.97         1019.83          967.01          902.80          930.50          909.23          664.13          372.17          179.65           18.67         -137.72
          419.44          274.94          3.0710          1.9080          2.4895          735.77          544.43          962.24         1218.36         1237.93         1102.54         1176.10         1302.55         1728.89         2421.96         2788.09         2945.75         2925.28
          583.07          581.31             nan          4.9001             nan          734.04          289.65          522.85          787.51          958.63         1099.40         1136.31         1160.27         1253.73         1253.61         1292.44         1313.64         1372.45
          853.49          783.82          3.2742             nan             nan          733.73          434.10          797.28         1095.64         1133.13         1140.17         1179.20         1207.03         1277.60         1300.71         1236.46         1206.33         1040.29
          853.49          783.82          3.2742             nan             nan          733.73          434.10          797.28         1095.64         1133.13         1140.17         1179.20         1207.03         1277.60         1300.71         1236.46         1206.33         1040.29
           68.11          404.06          2.6411          2.6921          2.6666          751.13          208.58          462.49          726.18          811.34          780.03          652.91          475.62          205.58         -154.17         -582.82         -814.82        -1020.24
          511.01          581.33          0.6944          5.6687          3.1815          737.76          278.01          555.54          776.35          871.17          881.63          857.47          790.17          542.42          351.38          174.57           37.41         -108.16
          510.97          469.03          5.5025          4.3176          4.9101          748.46          306.60          531.54          663.27          670.64          697.79          958.09         1151.07         1196.14          906.46          493.44           35.29         -412.65
           75.96          303.97          3.2757          2.5391          2.9074          748.69          270.43          558.62          850.58          959.48         1086.53         1266.13         1279.00         1369.23         1394.84         1426.58         1327.71         1127.70
          604.35          342.13          4.3524          0.2117          2.2820          733.24          384.57          665.74          817.34          906.88          995.39         1088.24         1190.06         1230.63         1169.03         1232.96         1246.62         1370.59
          581.34          615.78             nan          3.9983             nan          734.04          391.65          763.98          937.25          923.17          876.91          704.52          540.79          293.72          108.22          195.38          436.37          594.28
          732.12          317.07             nan          2.4120             nan          732.71          425.77          731.84          877.55          912.94          822.20          798.71          692.23          470.36          422.26          274.01           84.87           62.13
          347.19          358.21             nan          3.6245             nan          756.71          365.55          662.19         1004.25         1155.71         1418.79         1509.17         1605.02         1648.70         1668.83         1694.32         2049.33         2500.17
           73.59          874.51          3.0047          2.9129          2.9588          738.32          328.24          672.39         1090.68         1297.44         1291.73         1328.27         1462.67         1817.78         2210.37         2626.69         3034.97         3324.68
          658.38          839.86          3.5094          2.8521          3.1807          729.05          361.78          769.92         1082.08         1126.40         1095.96          982.99          871.97          834.04          804.09          692.39          563.02          372.50
          588.65          263.92          3.5172             nan             nan          732.23          406.24          734.18         1016.51         1107.98         1067.96          989.65         1000.40         1159.56         1481.89         2048.03         4481.18        14288.21
          883.46          278.84          3.4133          2.1743          2.7938          730.33          568.95         1011.76         1259.25         1262.67         1126.89         1053.99          951.42          861.67          835.42         1241.44         2354.18         5139.00
          471.56          323.34             nan          2.5616             nan          737.26          341.00          684.86          967.27         1002.14          792.75          515.73          186.36         -160.03         -566.94         -777.31         -985.79        -1094.64
          676.26          113.14          2.8118             nan             nan          730.70          480.25          866.74         1083.07         1058.48          899.19          688.30          656.17          643.75          613.86          491.16          303.37          256.40
          685.29          324.94             nan          4.5112             nan          731.69          421.83          755.51          895.68          935.18         1029.92          955.86          883.53          785.70          574.92          345.40          367.83          709.16
          133.80          572.78          3.2659             nan             nan          739.02          353.50          722.92         1008.57         1106.45         1024.40          946.99          738.72          320.46           74.39          275.57          676.42         1324.15
          260.99          857.50          3.2361          3.2370          3.2366          739.50          344.03          687.29         1037.10         1133.25         1119.17         1036.16          907.80          742.00          607.39          510.69          599.84          765.63
          602.66          661.88          5.4115          3.5939          4.5027          733.47          311.98          594.57          828.23          967.96          974.53          921.80          776.85          709.67          744.89          575.35          359.22          304.66
          652.56          796.00          5.3532          4.5116          4.9324          731.19          211.36          404.71          658.60          812.54          891.71          879.11          736.94          409.83          161.86          -83.50         -253.14         -378.55
          842.09          202.00          3.5216          4.5237          4.0226          729.45          351.50          673.71          923.37         1057.57         1207.62         1262.05         1295.30         1319.61         1243.92         1246.88         1109.50          954.86
          331.73           64.05          2.0348             nan             nan          737.98          378.87          704.36         1013.96         1224.93         1345.59         1532.25         2039.75         2704.40         3722.38         4383.57         4734.30         4853.86
          695.89          916.61          2.4939          2.4679          2.4809          730.98          325.35          670.31          983.40         1098.00         1229.02         1358.86         1469.17         1489.90         1519.72         1535.73         1537.22         1635.07
          505.03          865.87          4.2670          4.4974          4.3822          734.03          454.60          964.95         1363.55         1460.60         1430.53         1454.05         1520.26         2496.13         3941.60         6689.45         7912.08         9046.30
           17.54          372.00          5.3103          5.4057          5.3580          748.23          299.01          628.87         1063.13         1300.57         1487.07         1797.91         2053.70         2445.98         2881.88         3129.37         3273.89         3477.76
          122.09          773.24          2.2737             nan             nan          743.06          234.47          458.07          711.78          805.41          745.36          622.97          525.65          568.09          615.79          588.42          550.61          578.80
          396.55           46.85          3.0464          3.6082          3.3273          736.05          427.67          819.46         1207.15         1421.57         1675.28         1982.74         2567.84         3665.21         4697.73         6104.47         6808.51         7381.07
           17.74          372.00          5.3857          5.4057          5.3957          748.23          299.01          628.87         1063.13         1300.57         1487.07         1797.91         2053.70         2445.98         2881.88         3129.37         3273.89         3477.76
          978.87          790.98          2.9970          3.3317          3.1644          736.15          330.84          669.48          918.24          968.16         1016.24         1162.91         1427.95         1624.38         1734.91         1686.60         1572.74         1665.88
           17.74          372.00          5.3857          5.4057          5.3957          748.23          299.01          628.87         1063.13         1300.57         1487.07         1797.91         2053.70         2445.98         2881.88         3129.37         3273.89         3477.76
          331.51          385.00             nan          2.3879             nan          763.37          248.37          528.71          793.79          801.45          689.64          493.29          212.56          -76.21         -306.27          -33.12          721.48         1469.16
          300.97          653.96          3.7563          4.8830          4.3197          740.00          460.35          848.52         1183.39         1302.06         1344.83         1484.08         1730.53         2034.05         2518.90         3193.72         4067.76         4612.55
          631.10           14.68          1.7910             nan             nan          734.07          410.91          733.13         1007.89          972.09          837.69          716.17          714.03          564.23          356.13          200.81           71.66           69.65
          243.78          605.81          4.1483          3.5735          3.8609          744.93          613.22         1171.35         1628.20         1907.66         2070.20         2231.37         2498.56         2939.99         3968.33         5308.79         6610.28         7582.97
          392.98          418.49          1.7688             nan             nan          757.55          653.22         1153.02         1409.59         1405.91         1329.61         1306.97         1416.34         2021.81         2926.14         3630.50         4050.73         4500.60
          372.52          942.49          4.6512          4.3395          4.4954          740.27          362.95          704.03         1082.50         1261.77         1451.65         1562.29         1967.18         2256.54         2792.64         3228.98         3588.10         3834.00
          773.18          482.33          2.8593          2.9380          2.8987          731.91          625.78         1037.20         1199.72         1232.49         1229.31         1148.90         1106.00         1115.29         1180.83         1288.37         1398.18         1547.58
          709.38           28.53          3.6428          5.2209          4.4319          736.16          280.84          509.52          704.98          884.65         1073.93         1261.43         1329.10         1399.46         1381.38         1439.11         1648.83         1873.61
          448.06          360.52          1.3869             nan             nan          737.26          320.51          551.24          652.64          721.80          677.32          605.93          526.11          344.32          -49.20         -430.17         -747.77         -821.01
          207.80          269.37          5.1070             nan             nan          748.55          359.34          674.84          992.77         1120.62         1073.08         1079.00         1095.09         1147.19         1182.45         1281.06         1500.20         1716.22
          418.58          384.57          1.1837             nan             nan          757.55          461.37          800.45          911.11          685.90          353.87           47.37         -208.54         -598.05        -1019.41        -1379.44        -1718.09        -2145.57
          895.05           75.05          3.4253          4.8252          4.1252          731.98          373.46          728.59          984.76         1167.90         1424.99         1672.93         1879.81         2110.68         2241.13         2594.25         3148.81         3919.11
          776.17          216.80          1.4851          2.7364          2.1107          728.03          411.72          794.28         1060.76         1015.58          841.27          793.63          773.37          590.65          367.93          277.23          272.18          476.51
          766.99          809.31          3.0919          3.2005          3.1462          730.54          440.97          833.18         1107.34         1183.76         1313.86         1432.93         1609.77         1891.70         2024.73         2099.77         2455.18         2915.78
          396.67           46.78          3.1313          3.6543          3.3928          736.05          427.67          819.46         1207.15         1421.57         1675.28         1982.74         2567.84         3665.21         4697.73         6104.47         6808.51         7381.07
          978.69          790.98          2.7536          3.3317          3.0427          736.15          330.84          669.48          918.24          968.16         1016.24         1162.91         1427.95         1624.38         1734.91         1686.60         1572.74         1665.88
         1000.00          141.99          4.5091          0.2409          2.3750          738.63          421.26          789.57         1042.78         1173.84         1152.29         1063.08          933.21          887.33          949.79          788.71          695.87          746.68
          992.02          228.06          0.8471          2.5862          1.7166          732.32          458.88          846.84         1052.59          988.89          782.64          511.28          206.71          -11.12         -226.50         -631.59         -907.42        -1010.26
          122.08          773.05          2.2835             nan             nan          743.06          234.47          458.07          711.78          805.41          745.36          622.97          525.65          568.09          615.79          588.42          550.61          578.80
          841.88          902.23          3.2858          3.9783          3.6321          734.29          395.38          777.75         1093.34         1175.65         1139.35         1029.44          925.90          982.53         1239.64         1811.78         2573.17         3347.04
          785.89          410.07             nan          4.1985             nan          733.31          498.53          915.57         1120.38         1157.95         1128.60         1138.85         1195.69         1279.08         1342.17         1343.09         1509.85         1667.92
          472.07          440.95          2.8303          3.7670          3.2986          745.36          439.32          770.01         1052.61         1165.56         1200.66         1184.77         1190.27         1078.28         1098.28         1491.57         2855.42         5191.10
          829.69          474.78          3.8813             nan             nan          731.91          530.43          973.09         1266.43         1293.99         1284.94         1355.01         1695.84         2490.60         3339.81         3930.50         4615.97         5037.19
          680.01          600.90          3.3964          2.1004          2.7484          733.32          486.61          899.78         1246.84         1291.73         1135.19         1055.96         1064.37         1250.05         1484.58         1575.53         1600.00         1611.59
          203.66          821.83          3.5751          2.2892          2.9321          736.39          312.47          625.06          967.79         1125.84         1207.68         1191.00         1343.30         1701.30         1936.42         2251.86         2697.70         3315.17
          554.30          342.10          4.6228          1.3594          2.9911          732.96          300.41          614.98          877.82          955.92         1089.44         1260.23         1416.94         1460.51         1514.62         1619.62         1756.97         1994.68
          979.72           35.67          3.0306             nan             nan          747.34          463.56          957.75         1350.69         1375.42         1259.22         1171.48         1195.18         1583.29         2691.85         3856.68         4527.25         4914.26
          384.11          113.40          1.8651          1.6979          1.7815          735.90          285.32          579.26          845.35          960.76          927.34          759.15          589.10          360.05          297.35          536.17          949.28         1567.10
          343.92          527.19          4.6826             nan             nan          743.75          424.09          856.33         1146.21         1233.06         1354.65         1400.83         1367.98         1607.57         3007.91         5866.81         7967.30         9327.70
          368.29          292.00             nan          5.3796             nan          741.17          347.95          597.39          771.05          837.19          882.29          775.41          631.29          259.28          211.82          766.23         2515.41         4272.02
          866.44          195.92          3.4218          2.3546          2.8882          729.45          408.02          725.21          963.91         1023.71         1018.09         1067.14         1012.72         1006.51         1006.45          971.07          854.54          683.19
          848.70          736.71          1.4851             nan             nan          732.52          336.22          687.59          962.48         1008.18          935.91          869.31          806.71          668.93          472.42          306.65          156.52           49.63
          661.87          644.98             nan          1.5989             nan          735.64          251.15          450.58          631.47          686.90          765.80          770.84          553.90          248.41           64.65         1157.96         2260.53         3282.64
          584.25          955.57          4.4362          5.1145          4.7754          732.54          353.54          779.08         1260.88         1392.66         1555.28         1667.60         1817.14         2121.90         2499.16         2866.94         3143.62         3436.97
          635.28          331.09             nan          3.5002             nan          733.24          254.10          452.88          646.21          689.51          802.06          859.16          887.42          710.00          354.41          195.20          400.13          690.85
          931.69          761.17          3.2521             nan             nan          735.03          381.57          775.89         1111.10         1174.48         1130.21         1147.50         1062.33          925.85          949.99          902.84          965.35         1032.76
          668.67          381.54          7.0134          3.3458          5.1796          731.69          404.88          827.71         1280.97         1633.00         2081.78         2477.94         2976.95         4446.95         7920.43        12793.39        20419.56        32801.98
          422.07          413.49          5.1290          3.7490          4.4390          757.55          404.55          704.37          960.84          983.11          931.13          962.50         1377.52         2196.19         3286.43         3761.12         3803.93         3700.95
          168.70          958.89          5.3141          3.5544          4.4342          737.46          236.27          465.15          768.59         1071.14         1266.51         1164.33         1077.51         1038.97         1064.29         1498.64         2120.61         3084.13
          584.20          955.47             nan          3.8831             nan          732.54          406.82          795.81         1114.13         1310.93         1420.57         1524.01         1791.92         2064.01         2560.32         2946.61         3142.26         3332.82
          571.40           35.98          1.4105          2.5183          1.9644          732.49          540.85          954.65         1238.97         1321.51         1303.82         1352.58         1449.00         1624.83         2003.27         2353.73         3143.16         3930.65
          876.46          330.49             nan          4.4505             nan          730.49          506.94          913.46         1116.16         1136.65         1173.77         1231.81         1249.09         1140.51         1135.66         1386.38         1989.79         2755.67
          312.40           59.73          4.5247          2.6790          3.6019          739.65          294.09          588.76          833.15          927.01          908.68          802.47          638.17          420.43          187.55            0.82          -38.55           88.94
          101.92          957.96          3.0424          3.9009          3.4716          740.91          268.54          584.03          878.17          978.80         1058.98         1088.64         1043.36          872.33          686.16          465.98          450.27          510.40
          957.88          298.71          2.7585          3.4931          3.1258          731.10          310.11          595.26          781.68          919.75         1080.40         1093.30         1007.43          877.16          720.68          510.61          436.39          478.68
          814.16          925.98          4.0231          4.5649          4.2940          733.35          270.36          562.81          841.45          816.79          720.60          578.55          410.42          165.74         -118.92         -372.62         -582.24         -428.62
          138.04          250.97          2.5302             nan             nan          751.99          342.44          611.25          853.16         1017.71         1087.64         1109.77         1136.59         1142.72         1040.55         1024.04         1032.64         1079.71
          518.83          412.12          3.2330          5.2946          4.2638          737.36          389.22          714.97          957.13         1103.31         1350.43         1822.94         2834.33         4109.02         4944.52         5556.29         6165.96         6827.48
          278.45          233.53          3.1396          5.0421          4.0908          742.22          364.30          714.96         1129.15         1382.36         1607.69         1915.97         2225.47         2554.71         3072.18         4191.40         5288.72         6497.13
           13.47          408.74          5.0369             nan             nan          747.14          318.45          653.93         1060.98         1244.19         1325.88         1369.05         1489.14         1720.40         1903.05         1961.75         1931.02         1630.35
          250.78          332.55          2.6643          4.0104          3.3374          749.90          321.90          587.32          804.15          930.15          948.83          937.14          918.52          866.73          790.92          780.08          797.50          806.18
          793.96          993.93          4.6807          2.7855          3.7331          732.40          290.92          622.38          911.77         1073.66         1171.83         1213.54         1205.33         1284.40         1560.14         2216.13         2889.62         3581.04
          860.96          403.04          4.9661             nan             nan          732.53          414.43          729.49          938.18         1001.87          958.94          906.46          822.74          693.27          599.37          465.98          362.69          239.55
          657.49           51.10          2.1966          2.2020          2.1993          734.59          453.63          831.87         1066.87         1061.30         1034.02         1124.04         1191.51         1115.90         1073.29         1103.15         1468.07         2611.00
          399.65          840.88          4.7506             nan             nan          740.23          310.65          563.78          689.56          692.50          614.90          492.37          312.05          -45.21         -230.91         -465.30         -586.81         -671.16
          945.04          761.41          2.7386          3.1136          2.9261          735.03          539.10          987.65         1254.25         1295.13         1280.47         1304.85         1453.45         1727.96         2012.33         2271.92         2340.15         2523.93
          937.92          592.65             nan          2.1121             nan          732.42          404.61          746.82          971.22         1045.53          951.06          932.82          878.80          815.64          757.59          914.29         1070.59         1421.32
          316.53          876.48          2.7860             nan             nan          739.50          401.36          665.02          934.77          979.10          823.70          586.36          430.02          281.72          214.88          224.95          551.42         1888.63
          399.65          840.87          4.7506             nan             nan          740.23          310.65          563.78          689.56          692.50          614.90          492.37          312.05          -45.21         -230.91         -465.30         -586.81         -671.16
          834.06          962.44          5.8611          3.6398          4.7504          730.26          332.80          606.40          784.89          981.57         1275.21         1427.53         1578.88         1649.26         1594.68         1699.04         1926.31         2481.93
          232.23          767.88          3.5638             nan             nan          737.60          342.16          733.61         1124.19         1311.19         1237.03         1030.89          915.48         1034.70         1189.21         1516.92         1700.34         1890.15
          475.48          984.55          4.7733          5.4836          5.1284          735.27          284.30          601.30          993.80         1159.67         1348.85         1513.03         1595.20         1603.03         1600.48         1796.32         2016.55         2296.79
           13.60          408.76          3.9350          3.8071          3.8711          747.14          339.97          624.08          923.52         1128.10         1250.04         1302.20         1478.02         1725.30         2031.27         2120.17         2127.50         2058.42
          684.32          111.54          3.2474          1.6627          2.4551          730.70          335.99          610.78          819.05          860.83          842.81          940.66         1036.73         1121.82         1329.76         1258.92         1007.67          953.12
          562.11          460.93             nan             nan             nan          743.54          482.75          839.84         1005.06          940.98          845.55          763.18          797.13         1194.77         1356.72         1514.67         1892.86         2437.31
          779.41          638.14          1.6966             nan             nan          733.81          403.72          718.70          950.60         1045.09         1008.15          930.88          852.11          842.65         1052.60         1328.60         2097.12         3752.86
          556.34          258.04          3.1012          2.7264          2.9138          730.77          487.72          772.69          903.64          926.82          961.05          968.51          964.28          816.90          551.58          942.29         1866.34         4179.32
          931.89          171.71          3.1342          4.6992          3.9167          733.43          298.66          599.28          764.43          754.21          702.44          590.98          350.55           16.44         -196.96         -513.34         -701.58         -857.55
          309.52          534.94          3.7660             nan             nan          744.64          385.47          691.05          943.43          949.44          868.59          835.70         1082.20         1522.16         2001.90         2212.56         2306.89         2477.89
          799.04          918.60             nan          3.9338             nan          733.35          344.18          738.47          977.29          949.00          840.16          679.50          476.71          280.55          428.29         1394.05         2532.77         3974.61
          207.01          431.51             nan             nan             nan          754.11          299.78          571.62          832.48          891.46          922.14          934.74         1090.84         1207.16         1297.78         1097.50          837.72          601.35
          132.89          953.51          6.2715          5.1031          5.6873          737.46          224.72          452.62          719.09          937.36         1268.49         1572.82         1970.91         2524.40         3047.07         3381.76         3617.94         4150.58
          207.01          431.51             nan             nan             nan          754.11          299.78          571.62          832.48          891.46          922.14          934.74         1090.84         1207.16         1297.78         1097.50          837.72          601.35
          155.44          142.28          3.6766             nan             nan          752.95          251.52          492.85          748.95          821.15          738.89          593.50          421.56          142.33          -11.98          126.02          404.32          861.37
           59.36          166.93          4.6809             nan             nan          748.99          254.85          508.24          738.33          806.46          765.80          731.27          600.67          336.18          110.01         -202.48         -548.92         -800.56
          805.05           44.75          3.9512          3.5823          3.7668          733.62          316.13          589.57          787.62          860.95          894.39          872.94          790.67          738.27          714.90          941.88         1059.52         1091.51
          441.51          119.19          5.1166          1.4943          3.3055          735.90          278.59          539.04          826.02          900.95          801.84          676.68          636.30          548.56          286.90         -168.49         -557.86         -952.29
          772.02          933.24             nan          2.6114             nan          733.35          368.29          699.65          956.90          926.57          856.97          722.59          591.23          439.46          225.11          -33.29         -119.19          486.81
