xcentroid	ycentroid	sharpness	roundness1	roundness2	npix	sky	peak	flux	mag
492.09	551.52	0.44	0.18	0.08	25.00	0.00	4831.55	77.41	-4.72
125.69	551.90	0.41	0.38	-0.40	25.00	0.00	132.91	2.08	-0.80
160.86	552.32	0.47	-0.48	-0.31	25.00	0.00	324.74	4.39	-1.61
215.05	552.16	0.45	-0.34	-0.29	25.00	0.00	2354.39	34.62	-3.85
325.27	551.61	0.46	0.21	-0.21	25.00	0.00	85.84	1.36	-0.33
570.19	551.79	0.39	0.05	-0.22	25.00	0.00	99.26	1.71	-0.58
581.62	552.14	0.52	-0.09	0.31	25.00	0.00	67.75	1.06	-0.06
619.38	551.99	0.48	-0.27	-0.30	25.00	0.00	128.88	1.94	-0.72
669.14	552.50	0.37	-0.47	0.28	25.00	0.00	44.83	1.11	-0.11
606.06	552.78	0.42	0.31	0.19	25.00	0.00	101.01	1.78	-0.62
782.26	553.32	0.42	0.31	0.13	25.00	0.00	90.97	1.65	-0.54
821.22	552.76	0.46	-0.56	-0.05	25.00	0.00	68.44	1.30	-0.28
275.48	554.35	0.46	-0.43	-0.18	25.00	0.00	311.89	4.68	-1.68
352.23	555.46	0.41	-0.66	-0.21	25.00	0.00	135.16	1.77	-0.62
417.03	555.14	0.44	-0.17	-0.07	25.00	0.00	630.67	10.07	-2.51
564.11	554.63	0.45	-0.06	0.05	25.00	0.00	771.62	12.66	-2.76
795.92	554.93	0.44	-0.03	-0.01	25.00	0.00	529.85	9.17	-2.41
445.40	556.43	0.45	0.20	0.23	25.00	0.00	135.45	2.06	-0.78
628.28	555.84	0.44	0.27	0.12	25.00	0.00	108.98	1.84	-0.66
749.99	556.49	0.45	0.16	0.12	25.00	0.00	24676.22	421.41	-6.56
1018.40	555.56	0.42	-0.15	0.01	25.00	0.00	14423.61	239.99	-5.95
490.08	556.56	0.45	0.91	0.26	25.00	0.00	193.96	2.66	-1.06
695.68	557.01	0.48	0.00	0.03	25.00	0.00	705.87	11.88	-2.69
734.52	557.15	0.48	-0.31	-0.10	25.00	0.00	331.39	5.53	-1.86
12.43	558.72	0.46	-0.32	0.02	25.00	0.00	70.17	1.01	-0.01
712.30	558.40	0.40	0.26	0.07	25.00	0.00	350.55	5.46	-1.84
839.15	558.53	0.42	0.10	0.13	25.00	0.00	382.95	5.68	-1.89
978.89	557.77	0.44	0.21	0.07	25.00	0.00	67.74	1.28	-0.27
28.43	559.08	0.50	-0.22	-0.23	25.00	0.00	175.34	2.32	-0.91
135.51	558.76	0.48	-0.34	-0.13	25.00	0.00	107.87	1.42	-0.38
247.54	558.32	0.42	0.06	0.54	25.00	0.00	85.39	1.05	-0.06
326.97	558.86	0.36	-0.01	0.18	25.00	0.00	106.84	1.68	-0.56
400.70	558.94	0.24	-0.02	-0.19	25.00	0.00	60.09	1.06	-0.06
447.47	559.16	0.42	0.13	-0.04	25.00	0.00	97.77	1.34	-0.32
668.34	558.76	0.41	-0.53	-0.07	25.00	0.00	146.38	2.13	-0.82
704.59	558.42	0.56	0.56	0.20	25.00	0.00	104.36	1.63	-0.53
801.78	558.87	0.47	0.24	0.19	25.00	0.00	127.00	2.31	-0.91
898.95	558.86	0.40	-0.35	-0.33	25.00	0.00	41.33	1.03	-0.03
984.79	558.96	0.43	-0.26	-0.01	25.00	0.00	104.30	1.57	-0.49
38.00	559.64	0.38	-0.43	-0.04	25.00	0.00	564.48	7.67	-2.21
205.31	559.87	0.41	0.01	-0.24	25.00	0.00	142.20	2.14	-0.82
377.30	559.45	0.47	-0.22	-0.03	25.00	0.00	114.16	1.73	-0.59
529.64	559.52	0.45	-0.03	0.04	25.00	0.00	147.24	2.21	-0.86
602.98	560.61	0.42	0.16	0.11	25.00	0.00	66.55	1.12	-0.13
616.34	559.50	0.44	-0.26	0.01	25.00	0.00	351.54	5.61	-1.87
665.88	559.55	0.39	-0.23	-0.43	25.00	0.00	122.23	1.67	-0.56
147.62	561.43	0.46	0.16	-0.18	25.00	0.00	129.01	1.62	-0.53
217.15	561.07	0.40	0.18	-0.05	25.00	0.00	113.44	1.55	-0.47
418.42	560.63	0.47	-0.52	-0.13	25.00	0.00	179.53	2.63	-1.05
580.42	561.02	0.43	-0.06	-0.15	25.00	0.00	39201.23	658.88	-7.05
362.97	561.79	0.32	0.22	-0.24	25.00	0.00	352.40	4.30	-1.58
633.65	562.06	0.48	-0.24	-0.02	25.00	0.00	383.15	6.26	-1.99
769.31	562.50	0.42	0.47	0.07	25.00	0.00	1026.33	17.38	-3.10
366.65	562.96	0.43	-0.09	-0.35	25.00	0.00	102.70	1.26	-0.25
439.42	564.27	0.48	-0.08	0.16	25.00	0.00	108.81	1.38	-0.35
655.53	563.73	0.45	-0.05	-0.10	25.00	0.00	231.31	3.30	-1.29
855.39	564.15	0.44	0.12	-0.09	25.00	0.00	1721.41	29.08	-3.66
124.83	565.31	0.40	0.04	-0.15	25.00	0.00	129.00	1.84	-0.66
244.93	565.01	0.42	-0.15	-0.03	25.00	0.00	160.79	2.16	-0.83
505.39	564.87	0.44	0.50	0.03	25.00	0.00	245.18	3.25	-1.28
365.52	565.41	0.45	-0.18	-0.01	25.00	0.00	281.82	3.71	-1.42
372.46	565.63	0.40	-0.17	0.06	25.00	0.00	107.37	1.26	-0.25
540.58	565.70	0.48	0.15	-0.03	25.00	0.00	3360.80	54.00	-4.33
643.14	565.97	0.36	-0.17	0.02	25.00	0.00	891.63	13.78	-2.85
880.60	565.45	0.44	0.50	-0.01	25.00	0.00	2820.05	46.17	-4.16
978.64	566.32	0.44	-0.31	-0.44	25.00	0.00	52.77	1.07	-0.07
110.93	566.22	0.41	-0.89	0.01	25.00	0.00	84.29	1.16	-0.16
261.50	567.36	0.48	-0.26	-0.22	25.00	0.00	331.77	4.42	-1.61
381.24	566.44	0.40	-0.88	-0.18	25.00	0.00	77.38	1.18	-0.18
562.98	567.33	0.48	-0.55	0.11	25.00	0.00	102.82	1.47	-0.42
651.29	566.73	0.42	0.13	0.04	25.00	0.00	115.06	2.06	-0.78
891.36	566.31	0.41	-0.12	-0.13	25.00	0.00	82.03	1.51	-0.45
1011.70	566.53	0.44	0.16	-0.18	25.00	0.00	466.85	7.32	-2.16
513.79	569.01	0.51	-0.46	-0.32	25.00	0.00	129.21	2.04	-0.77
561.16	569.48	0.43	-0.19	0.17	25.00	0.00	241.90	3.45	-1.34
676.16	569.40	0.45	0.26	0.07	25.00	0.00	6116.23	104.36	-5.05
281.73	569.89	0.46	-0.25	-0.10	25.00	0.00	133.62	1.94	-0.72
796.85	569.86	0.43	0.20	-0.09	25.00	0.00	116.95	1.94	-0.72
168.45	571.25	0.43	0.56	-0.19	25.00	0.00	96.57	1.28	-0.27
488.89	571.56	0.45	-0.01	0.15	25.00	0.00	4861.12	73.04	-4.66
602.75	571.22	0.39	-0.98	-0.23	25.00	0.00	51.73	1.00	-0.00
849.36	570.67	0.46	-0.05	0.00	25.00	0.00	142.08	2.26	-0.88
133.57	572.70	0.42	-0.22	-0.13	25.00	0.00	88.87	1.22	-0.22
252.41	572.03	0.46	-0.28	-0.25	25.00	0.00	10704.42	160.68	-5.51
267.40	572.18	0.39	0.09	0.17	25.00	0.00	254.67	3.02	-1.20
479.18	571.94	0.44	-0.18	-0.10	25.00	0.00	42763.77	701.27	-7.11
550.52	571.73	0.48	0.13	-0.09	25.00	0.00	52348.47	843.38	-7.32
874.78	572.16	0.46	0.02	-0.08	25.00	0.00	15068.40	256.39	-6.02
320.67	572.81	0.39	-0.02	-0.09	25.00	0.00	115.83	1.53	-0.46
336.82	573.36	0.45	-0.16	-0.09	25.00	0.00	34091.00	516.99	-6.78
454.96	573.04	0.58	0.72	-0.34	25.00	0.00	101.45	1.20	-0.20
459.84	572.65	0.44	-0.04	-0.11	25.00	0.00	183.25	2.65	-1.06
196.73	574.26	0.44	-0.16	-0.12	25.00	0.00	2887.59	41.79	-4.05
424.42	574.40	0.45	-0.40	-0.13	25.00	0.00	513.59	7.86	-2.24
561.96	573.77	0.36	-0.12	0.61	25.00	0.00	66.34	1.08	-0.08
681.51	574.23	0.47	-0.08	-0.02	25.00	0.00	311.99	5.04	-1.76
719.35	573.82	0.40	-0.40	-0.19	25.00	0.00	129.36	2.26	-0.88
375.91	574.91	0.41	-0.14	-0.13	25.00	0.00	275.33	4.12	-1.54
525.38	574.78	0.47	0.53	-0.28	25.00	0.00	139.97	2.07	-0.79
961.55	575.61	0.49	-0.16	0.23	25.00	0.00	55.86	1.00	-0.00
14.87	577.48	0.40	0.09	0.07	25.00	0.00	110.34	1.51	-0.44
88.11	576.52	0.39	0.07	-0.15	25.00	0.00	672.39	9.78	-2.48
221.30	577.02	0.50	-0.14	-0.34	25.00	0.00	80.60	1.18	-0.18
628.25	577.31	0.44	0.08	0.12	25.00	0.00	96.22	1.71	-0.58
714.34	577.05	0.43	0.27	-0.07	25.00	0.00	248.73	4.37	-1.60
738.72	577.45	0.45	-0.77	-0.08	25.00	0.00	60.94	1.09	-0.09
1012.54	576.69	0.44	-0.22	-0.21	25.00	0.00	6412.67	102.47	-5.03
943.04	577.58	0.45	0.18	0.00	25.00	0.00	5150.72	85.42	-4.83
161.20	578.79	0.47	0.03	-0.20	25.00	0.00	95.31	1.37	-0.34
297.42	578.47	0.41	-0.51	-0.23	25.00	0.00	97.66	1.30	-0.28
703.60	579.33	0.39	-0.58	-0.07	25.00	0.00	76.70	1.67	-0.55
41.07	579.74	0.44	0.06	-0.23	25.00	0.00	163.46	2.19	-0.85
210.75	580.41	0.45	0.31	-0.21	25.00	0.00	113.01	1.45	-0.40
320.09	579.92	0.42	-0.17	-0.08	25.00	0.00	329.05	4.61	-1.66
358.91	579.91	0.41	-0.35	-0.08	25.00	0.00	228.94	3.26	-1.28
475.46	579.83	0.45	-0.14	0.26	25.00	0.00	93.95	1.16	-0.16
546.46	579.14	0.40	0.81	0.13	25.00	0.00	79.53	1.03	-0.03
767.53	579.92	0.46	-0.11	-0.20	25.00	0.00	139.54	2.18	-0.84
332.99	580.53	0.37	0.13	0.23	25.00	0.00	329.75	3.91	-1.48
495.71	580.77	0.37	-0.92	-0.26	25.00	0.00	76.63	1.33	-0.31
582.97	581.12	0.43	0.47	0.60	25.00	0.00	72.19	1.21	-0.20
130.41	583.30	0.42	-0.04	-0.31	25.00	0.00	71.98	1.13	-0.13
148.60	583.43	0.42	-0.21	0.06	25.00	0.00	135.92	2.00	-0.75
261.97	582.24	0.40	-0.27	-0.09	25.00	0.00	173.50	2.20	-0.85
118.55	584.02	0.48	-0.26	0.03	25.00	0.00	166.89	2.13	-0.82
710.56	584.20	0.39	0.48	-0.10	25.00	0.00	237.13	3.83	-1.46
715.51	584.02	0.48	-0.33	-0.17	25.00	0.00	358.58	6.04	-1.95
111.82	584.84	0.42	-0.12	-0.10	25.00	0.00	390.36	5.39	-1.83
554.25	585.41	0.41	0.05	-0.02	25.00	0.00	287.59	4.14	-1.54
627.84	584.50	0.46	-0.20	0.09	25.00	0.00	165.46	2.58	-1.03
196.32	586.30	0.48	-0.29	-0.21	25.00	0.00	191.03	2.47	-0.98
274.73	586.12	0.42	-0.64	-0.05	25.00	0.00	120.15	1.83	-0.66
304.11	586.23	0.51	-0.47	-0.28	25.00	0.00	74.29	1.16	-0.16
465.83	585.55	0.41	-0.21	0.01	25.00	0.00	151.28	2.21	-0.86
649.72	585.41	0.43	0.19	0.09	25.00	0.00	178.69	2.90	-1.16
750.28	585.90	0.43	-0.08	-0.03	25.00	0.00	7990.29	136.81	-5.34
898.02	585.84	0.46	0.04	-0.02	25.00	0.00	826.17	14.13	-2.88
948.09	585.63	0.51	0.32	0.17	25.00	0.00	118.84	1.89	-0.69
11.18	586.83	0.46	-0.36	-0.19	25.00	0.00	84.75	1.04	-0.05
536.66	587.10	0.41	-0.13	0.06	25.00	0.00	94.68	1.72	-0.59
220.60	587.94	0.43	0.09	-0.16	25.00	0.00	379.88	4.97	-1.74
487.92	588.12	0.43	-0.18	0.02	25.00	0.00	147.15	2.24	-0.88
524.96	587.89	0.40	-0.53	-0.28	25.00	0.00	52.31	1.03	-0.04
633.51	587.88	0.48	0.17	0.02	25.00	0.00	135.35	2.28	-0.90
719.51	587.62	0.44	-0.44	-0.20	25.00	0.00	56.98	1.01	-0.02
376.78	589.44	0.48	-0.60	-0.22	25.00	0.00	50.50	1.04	-0.04
824.88	589.57	0.46	-0.69	-0.08	25.00	0.00	61.07	1.05	-0.05
86.65	590.47	0.33	0.17	0.27	25.00	0.00	86.90	1.06	-0.07
313.07	589.75	0.44	-0.02	-0.31	25.00	0.00	207.36	3.08	-1.22
478.29	590.07	0.46	-0.29	-0.13	25.00	0.00	2185.53	32.82	-3.79
558.73	591.06	0.54	0.19	0.13	25.00	0.00	68.65	1.07	-0.07
894.43	590.96	0.48	0.67	0.12	25.00	0.00	63.84	1.04	-0.04
954.52	590.68	0.37	-0.32	-0.16	25.00	0.00	118.74	1.93	-0.71
124.79	592.24	0.40	-0.21	-0.04	25.00	0.00	80.90	1.12	-0.13
797.57	592.05	0.49	0.00	-0.13	25.00	0.00	276.23	4.63	-1.67
870.67	591.84	0.44	0.19	-0.13	25.00	0.00	459.55	7.94	-2.25
937.49	592.37	0.42	0.05	0.06	25.00	0.00	106.19	1.73	-0.59
961.25	591.57	0.44	-0.00	-0.03	25.00	0.00	5070.27	82.98	-4.80
228.99	592.52	0.30	0.06	-0.03	25.00	0.00	56.38	1.14	-0.14
774.78	593.55	0.46	0.02	0.24	25.00	0.00	79.72	1.31	-0.30
789.85	592.98	0.47	0.07	0.01	25.00	0.00	4627.75	78.69	-4.74
367.39	593.97	0.44	0.37	-0.47	25.00	0.00	92.46	1.41	-0.37
709.45	594.48	0.47	-0.51	-0.11	25.00	0.00	99.88	1.54	-0.47
720.71	594.62	0.29	0.03	-0.31	25.00	0.00	71.74	1.31	-0.30
205.05	595.23	0.37	-0.52	-0.41	25.00	0.00	78.41	1.05	-0.06
414.53	594.99	0.32	-0.40	-0.22	25.00	0.00	85.45	1.13	-0.13
544.58	594.64	0.49	0.18	-0.01	25.00	0.00	193.28	2.61	-1.04
564.91	594.64	0.41	-0.24	0.06	25.00	0.00	205.90	3.03	-1.20
732.41	594.86	0.36	-0.15	0.05	25.00	0.00	116.56	2.09	-0.80
151.27	596.44	0.44	-0.25	-0.17	25.00	0.00	172.39	2.40	-0.95
326.18	596.48	0.34	-0.21	0.02	25.00	0.00	142.00	1.81	-0.64
522.95	596.12	0.47	-0.08	-0.02	25.00	0.00	15084.05	247.34	-5.98
647.18	596.05	0.36	0.38	0.03	25.00	0.00	171.49	2.99	-1.19
445.31	597.52	0.36	0.39	-0.00	25.00	0.00	168.27	2.41	-0.96
642.68	596.38	0.44	0.47	-0.13	25.00	0.00	101.66	1.54	-0.47
782.92	596.90	0.46	0.11	0.03	25.00	0.00	782.84	13.54	-2.83
126.30	598.01	0.48	-0.31	-0.05	25.00	0.00	216.51	3.02	-1.20
832.07	598.04	0.47	0.06	-0.12	25.00	0.00	90.58	1.58	-0.50
1006.24	597.65	0.43	0.20	-0.11	25.00	0.00	222.12	3.90	-1.48
146.56	599.08	0.48	-0.10	0.23	25.00	0.00	113.39	1.18	-0.18
223.94	598.50	0.38	-0.36	-0.00	25.00	0.00	1166.36	16.55	-3.05
328.00	599.59	0.43	0.17	0.05	25.00	0.00	451.13	6.12	-1.97
376.96	598.85	0.44	-0.32	-0.11	25.00	0.00	992.11	15.48	-2.97
455.38	598.53	0.44	0.21	-0.09	25.00	0.00	9853.10	153.09	-5.46
490.97	598.75	0.36	0.45	0.36	25.00	0.00	186.05	2.55	-1.02
591.16	598.82	0.40	-0.44	0.11	25.00	0.00	455.00	6.99	-2.11
823.23	598.93	0.40	-0.09	0.15	25.00	0.00	111.50	1.99	-0.75
95.83	599.60	0.48	0.42	0.05	25.00	0.00	84.39	1.28	-0.27
540.38	599.87	0.35	-0.30	-0.38	25.00	0.00	84.27	1.31	-0.29
672.08	600.25	0.36	0.17	0.06	25.00	0.00	61.43	1.02	-0.02
719.58	600.17	0.41	-0.17	-0.04	25.00	0.00	564.57	8.75	-2.35
793.90	600.11	0.45	0.25	0.06	25.00	0.00	1127.23	18.68	-3.18
139.25	601.30	0.42	-0.25	-0.45	25.00	0.00	107.54	1.23	-0.22
235.19	601.72	0.40	0.11	-0.57	25.00	0.00	86.39	1.19	-0.19
679.77	600.39	0.37	-0.16	0.02	25.00	0.00	114.26	1.92	-0.71
854.00	600.87	0.46	0.43	0.19	25.00	0.00	7799.10	123.91	-5.23
275.70	602.17	0.48	-0.32	-0.22	25.00	0.00	145.47	2.14	-0.82
325.47	601.42	0.52	-0.76	-0.95	25.00	0.00	106.23	1.16	-0.16
655.93	602.44	0.44	0.23	0.10	25.00	0.00	304.22	4.81	-1.71
903.44	602.44	0.52	0.28	0.08	25.00	0.00	60.13	1.07	-0.08
149.39	603.15	0.44	-0.50	-0.41	25.00	0.00	109.26	1.41	-0.38
613.65	602.75	0.41	-0.63	-0.22	25.00	0.00	145.06	2.34	-0.92
922.56	603.31	0.43	-0.14	-0.13	25.00	0.00	23027.29	379.30	-6.45
127.57	604.02	0.41	-0.15	-0.15	25.00	0.00	218.43	3.10	-1.23
163.68	603.79	0.44	0.14	-0.05	25.00	0.00	138.06	1.70	-0.58
699.25	604.18	0.49	-0.17	-0.18	25.00	0.00	80.39	1.34	-0.32
816.41	604.17	0.44	-0.22	-0.18	25.00	0.00	764.28	12.78	-2.77
233.66	604.45	0.43	-0.36	-0.05	25.00	0.00	253.61	3.43	-1.34
354.30	605.47	0.42	-0.13	-0.13	25.00	0.00	1580.06	21.80	-3.35
510.63	604.79	0.43	-0.34	-0.11	25.00	0.00	252.90	3.62	-1.40
243.49	605.66	0.50	-0.26	0.02	25.00	0.00	171.77	2.16	-0.84
252.01	605.29	0.43	0.22	0.15	25.00	0.00	108.56	1.45	-0.41
339.35	605.49	0.49	-0.37	-0.19	25.00	0.00	135.69	1.82	-0.65
631.94	606.81	0.48	0.21	-0.30	25.00	0.00	63.53	1.07	-0.07
835.93	606.87	0.41	0.48	0.05	25.00	0.00	234.78	3.22	-1.27
204.81	607.64	0.34	-0.09	0.02	25.00	0.00	118.19	1.66	-0.55
278.57	608.43	0.42	0.09	-0.50	25.00	0.00	151.19	1.73	-0.60
571.91	609.04	0.44	-0.37	-0.37	25.00	0.00	93.02	1.35	-0.33
606.78	609.01	0.43	0.25	0.22	25.00	0.00	55.60	1.14	-0.15
401.26	610.54	0.41	0.49	-0.36	25.00	0.00	172.89	2.06	-0.78
929.61	609.59	0.43	-0.08	0.11	25.00	0.00	57.57	1.14	-0.14
344.87	611.15	0.45	-0.24	-0.09	25.00	0.00	2101.49	32.00	-3.76
401.39	610.88	0.43	0.20	-0.84	25.00	0.00	163.61	2.23	-0.87
625.41	611.31	0.47	-0.35	-0.08	25.00	0.00	10704.32	172.63	-5.59
916.15	610.87	0.40	0.99	-0.18	25.00	0.00	84.48	1.31	-0.30
265.56	612.24	0.33	0.00	-0.11	25.00	0.00	116.97	1.61	-0.52
394.45	612.42	0.46	-0.37	-0.10	25.00	0.00	942.21	14.46	-2.90
490.82	612.09	0.44	-0.33	0.07	25.00	0.00	315.31	4.72	-1.68
651.80	612.52	0.42	-0.50	0.28	25.00	0.00	129.32	1.89	-0.69
661.32	612.04	0.31	-0.51	-0.46	25.00	0.00	139.04	1.95	-0.72
686.06	611.96	0.48	-0.29	0.14	25.00	0.00	83.13	1.45	-0.40
40.11	612.55	0.40	0.03	-0.10	25.00	0.00	345.66	4.98	-1.74
79.23	612.68	0.41	-0.11	-0.12	25.00	0.00	248.09	3.47	-1.35
334.77	613.09	0.52	-0.11	-0.00	25.00	0.00	206.78	2.71	-1.08
553.48	613.46	0.48	-0.53	0.05	25.00	0.00	195.62	3.12	-1.23
657.91	612.97	0.42	-0.32	-0.67	25.00	0.00	101.10	1.57	-0.49
665.94	613.37	0.45	0.24	0.07	25.00	0.00	218.65	3.42	-1.34
812.89	613.48	0.45	0.27	-0.22	25.00	0.00	59.15	1.07	-0.08
832.49	613.30	0.45	-0.20	-0.09	25.00	0.00	7105.64	118.17	-5.18
153.65	614.55	0.44	-0.10	-0.09	25.00	0.00	39380.41	548.83	-6.85
895.53	613.70	0.44	0.38	-0.11	25.00	0.00	5234.76	86.31	-4.84
121.38	615.52	0.47	-0.12	-0.19	25.00	0.00	195.27	2.41	-0.95
275.44	615.59	0.45	-0.37	-0.06	25.00	0.00	2273.95	32.81	-3.79
357.05	615.08	0.46	-0.04	0.41	25.00	0.00	92.35	1.08	-0.09
604.97	615.16	0.43	-0.14	0.02	25.00	0.00	312.16	4.72	-1.69
815.66	614.74	0.39	0.12	0.01	25.00	0.00	179.37	2.89	-1.15
173.30	615.72	0.41	-0.12	0.01	25.00	0.00	138.76	2.06	-0.79
251.40	616.05	0.41	-0.19	-0.12	25.00	0.00	181.75	2.48	-0.98
458.62	615.60	0.41	-0.10	-0.27	25.00	0.00	295.08	4.08	-1.53
471.56	616.61	0.45	-0.38	0.06	25.00	0.00	522.38	8.07	-2.27
565.32	615.56	0.41	-0.36	0.05	25.00	0.00	392.33	6.44	-2.02
580.83	615.36	0.37	0.21	-0.30	25.00	0.00	80.73	1.44	-0.40
753.85	615.99	0.46	0.11	-0.01	25.00	0.00	344.13	5.78	-1.91
858.46	616.04	0.44	0.12	-0.13	25.00	0.00	9325.62	156.50	-5.49
399.34	616.73	0.51	0.27	-0.14	25.00	0.00	79.66	1.09	-0.09
429.26	617.78	0.43	-0.46	-0.32	25.00	0.00	255.45	3.24	-1.28
707.92	619.22	0.37	-0.81	-0.29	25.00	0.00	49.33	1.14	-0.14
734.81	619.22	0.45	0.11	0.04	25.00	0.00	162.91	2.52	-1.00
341.41	620.27	0.43	-0.33	-0.19	25.00	0.00	147.20	2.13	-0.82
517.92	620.43	0.47	-0.26	0.16	25.00	0.00	180.58	2.81	-1.12
546.90	619.81	0.42	-0.18	0.09	25.00	0.00	582.46	8.61	-2.34
554.40	619.65	0.36	-0.33	-0.03	25.00	0.00	54.41	1.02	-0.02
700.43	620.27	0.42	0.23	-0.05	25.00	0.00	1412.15	23.77	-3.44
720.75	620.17	0.40	-0.54	-0.05	25.00	0.00	79.24	1.38	-0.35
747.26	620.07	0.40	0.32	0.30	25.00	0.00	120.81	1.68	-0.56
171.29	621.24	0.47	-0.04	-0.19	25.00	0.00	115.84	1.40	-0.37
246.41	621.66	0.48	0.14	0.07	25.00	0.00	79.72	1.00	-0.00
438.89	621.01	0.42	-0.55	-0.14	25.00	0.00	70.96	1.15	-0.16
504.26	621.83	0.43	-0.34	0.15	25.00	0.00	173.80	2.50	-0.99
750.88	620.58	0.45	0.04	0.04	25.00	0.00	150.79	2.29	-0.90
388.69	622.60	0.51	-0.03	-0.14	25.00	0.00	100.26	1.59	-0.51
812.54	622.16	0.46	0.03	-0.16	25.00	0.00	234.74	3.94	-1.49
834.82	622.36	0.48	0.27	0.14	25.00	0.00	53.57	1.03	-0.03
80.05	622.79	0.37	-0.19	0.05	25.00	0.00	118.23	1.54	-0.47
151.80	623.19	0.43	-0.14	0.33	25.00	0.00	320.94	3.74	-1.43
329.91	622.85	0.42	-0.31	-0.10	25.00	0.00	7019.14	108.25	-5.09
619.33	622.94	0.37	0.08	-0.77	25.00	0.00	84.97	1.26	-0.25
725.17	622.70	0.46	-0.54	-0.18	25.00	0.00	114.37	1.89	-0.69
185.79	624.45	0.43	-0.04	-0.09	25.00	0.00	2539.05	35.46	-3.87
468.93	624.94	0.41	0.16	0.48	25.00	0.00	96.15	1.36	-0.33
616.89	623.59	0.50	-0.11	-0.13	25.00	0.00	323.37	4.83	-1.71
240.67	625.08	0.45	-0.21	-0.33	25.00	0.00	508.06	7.07	-2.12
563.87	625.16	0.45	-0.45	0.01	25.00	0.00	234.93	4.01	-1.51
676.69	624.83	0.46	0.54	0.05	25.00	0.00	83.70	1.20	-0.20
822.19	625.56	0.44	0.38	0.14	25.00	0.00	3462.15	57.27	-4.39
901.31	625.34	0.35	-0.31	-0.25	25.00	0.00	51.21	1.12	-0.12
155.41	624.53	0.35	0.12	-0.85	25.00	0.00	86.64	1.07	-0.07
246.28	626.42	0.46	-0.49	-0.17	25.00	0.00	927.36	13.39	-2.82
521.05	626.48	0.46	0.10	0.11	25.00	0.00	5327.31	84.78	-4.82
558.82	625.48	0.45	0.44	-0.51	25.00	0.00	109.34	1.30	-0.29
664.97	625.96	0.47	0.09	0.03	25.00	0.00	1281.79	21.44	-3.33
673.71	625.49	0.48	-0.18	-0.17	25.00	0.00	72.66	1.17	-0.17
228.86	627.52	0.39	-0.33	-0.01	25.00	0.00	7165.92	103.43	-5.04
834.24	627.77	0.45	0.24	-0.13	25.00	0.00	131.19	2.10	-0.81
183.08	628.90	0.44	-0.10	0.20	25.00	0.00	1064.68	12.75	-2.76
319.20	628.76	0.46	0.18	-0.28	25.00	0.00	205.68	2.52	-1.01
392.47	629.31	0.45	-0.37	-0.09	25.00	0.00	634.06	9.30	-2.42
496.37	628.80	0.41	-0.38	-0.10	25.00	0.00	21511.49	345.04	-6.34
594.66	629.03	0.46	-0.00	0.17	25.00	0.00	182.18	2.75	-1.10
653.30	629.41	0.36	0.17	-0.22	25.00	0.00	56.63	1.05	-0.05
725.04	629.41	0.44	0.03	0.11	25.00	0.00	331.93	5.32	-1.82
946.68	628.90	0.44	0.20	-0.13	25.00	0.00	12719.70	210.79	-5.81
204.75	629.77	0.46	-0.13	-0.29	25.00	0.00	89.03	1.46	-0.41
528.51	629.93	0.47	-0.09	-0.08	25.00	0.00	4474.60	72.12	-4.65
762.93	630.60	0.30	0.27	0.20	25.00	0.00	61.90	1.14	-0.14
89.74	630.75	0.35	-0.13	-0.28	25.00	0.00	86.16	1.37	-0.34
281.75	631.37	0.26	-0.09	-0.45	25.00	0.00	70.53	1.09	-0.09
639.34	631.29	0.39	0.07	-0.03	25.00	0.00	425.84	6.54	-2.04
713.85	630.76	0.47	0.25	0.06	25.00	0.00	5388.94	88.81	-4.87
814.66	631.41	0.43	-0.26	0.02	25.00	0.00	375.01	6.20	-1.98
252.10	632.00	0.39	-0.24	0.07	25.00	0.00	106.23	1.52	-0.46
291.76	632.11	0.43	-0.31	-0.18	25.00	0.00	167.92	2.52	-1.00
806.95	632.17	0.40	-0.01	0.06	25.00	0.00	1780.75	27.52	-3.60
859.87	631.99	0.46	0.15	-0.04	25.00	0.00	28237.37	479.14	-6.70
731.44	632.35	0.32	0.68	0.44	25.00	0.00	207.00	2.70	-1.08
231.59	634.17	0.46	-0.36	-0.16	25.00	0.00	2003.89	29.55	-3.68
468.30	634.21	0.33	-0.64	-0.16	25.00	0.00	80.25	1.47	-0.42
725.23	633.60	0.39	-0.63	-0.04	25.00	0.00	91.19	1.42	-0.38
389.96	634.58	0.36	-0.06	0.40	25.00	0.00	120.19	2.01	-0.76
163.60	636.75	0.38	0.94	-0.66	25.00	0.00	86.31	1.08	-0.08
365.05	635.75	0.37	-0.69	-0.20	25.00	0.00	143.76	2.07	-0.79
379.26	636.45	0.46	-0.45	-0.11	25.00	0.00	378.91	5.23	-1.80
730.87	635.59	0.48	-0.50	0.47	25.00	0.00	216.84	3.04	-1.21
158.81	637.46	0.40	-0.15	-0.05	25.00	0.00	284.34	3.52	-1.37
602.18	636.57	0.43	-0.18	0.09	25.00	0.00	14474.98	237.44	-5.94
205.84	638.56	0.48	0.10	-0.06	25.00	0.00	323.52	4.01	-1.51
779.29	637.72	0.45	0.48	0.09	25.00	0.00	105.61	1.73	-0.59
952.75	637.67	0.46	0.04	0.07	25.00	0.00	90.14	1.65	-0.55
393.31	639.08	0.46	-0.17	-0.26	25.00	0.00	231.90	3.38	-1.32
